Contrast,Expected,correct,first_sound,second_sound,third_sound,fourth_sound,response,response_time,total_correct,experiment_file,subject_nr,Participant,Block,test_sp,Condition,Dialect
5,q,1,AF1_χάνει,AF1_χύνει,AF1_χύνει,AF1_χύνει,q,915,39,1a_Perc.osexp,2,FF02,1,0,1,1
11,q,1,AF1_γένει,AF1_δένει,AF1_γένει,AF1_γένει,q,1209,40,1a_Perc.osexp,2,FF02,1,0,1,1
10,q,1,AF1_γόνος,AF1_γένος,AF1_γόνος,AF1_γόνος,q,723,41,1a_Perc.osexp,2,FF02,1,0,1,1
11,q,1,AF1_δίδα,AF1_γίδα,AF1_γίδα,AF1_γίδα,q,475,42,1a_Perc.osexp,2,FF02,1,0,1,1
2,q,1,AF1_τάπες,AF1_κάπες,AF1_κάπες,AF1_κάπες,q,600,43,1a_Perc.osexp,2,FF02,2,0,1,1
9,q,1,AF1_ντέφι,AF1_γκέφι,AF1_ντέφι,AF1_ντέφι,q,436,44,1a_Perc.osexp,2,FF02,2,0,1,1
4,q,1,AF1_χύμα,AF1_θύμα,AF1_θύμα,AF1_θύμα,q,562,45,1a_Perc.osexp,2,FF02,2,0,1,1
18,q,1,AF1_γάτα,AF1_γκάτα,AF1_γάτα,AF1_γάτα,q,499,46,1a_Perc.osexp,2,FF02,2,0,1,1
17,m,1,AF1_γκέλα,AF1_γκέλα,AF1_γέλα,AF1_γκέλα,m,1256,47,1a_Perc.osexp,2,FF02,2,0,1,1
13,q,1,AF1_θέλει,AF1_τέλη,AF1_θέλει,AF1_θέλει,q,767,48,1a_Perc.osexp,2,FF02,2,0,1,1
8,m,1,AF1_γκέμι,AF1_γκέμι,AF1_γκόμι,AF1_γκέμι,m,510,49,1a_Perc.osexp,2,FF02,2,0,1,1
14,m,1,AF1_χήνα,AF1_χήνα,AF1_χήνα,AF1_κίνα,m,2908,50,1a_Perc.osexp,2,FF02,2,0,1,1
16,m,1,AF1_ντύσει,AF1_ντύσει,AF1_ντύσει,AF1_δύσει,m,585,51,1a_Perc.osexp,2,FF02,2,0,1,1
6,m,1,AF1_χάβω,AF1_χάβω,AF1_χάβω,AF1_θάβω,m,2494,52,1a_Perc.osexp,2,FF02,2,0,1,1
10,q,1,AF1_γόνος,AF1_γένος,AF1_γόνος,AF1_γόνος,q,112,53,1a_Perc.osexp,2,FF02,2,0,1,1
5,q,1,AF1_χώμα,AF1_χύμα,AF1_χώμα,AF1_χώμα,q,112,54,1a_Perc.osexp,2,FF02,2,0,1,1
16,q,1,AF1_ντίμη,AF1_δήμη,AF1_ντίμη,AF1_ντίμη,q,202,55,1a_Perc.osexp,2,FF02,2,0,1,1
3,m,1,AF1_τι,AF1_τι,AF1_τι,AF1_κι,m,355,56,1a_Perc.osexp,2,FF02,2,0,1,1
11,q,1,AF1_γένει,AF1_δένει,AF1_γένει,AF1_γένει,q,1097,57,1a_Perc.osexp,2,FF02,2,0,1,1
6,m,1,AF1_θάβει,AF1_θάβει,AF1_χάβει,AF1_θάβει,m,940,58,1a_Perc.osexp,2,FF02,2,0,1,1
12,q,1,AF1_δούλα,AF1_γούλα,AF1_γούλα,AF1_γούλα,q,234,59,1a_Perc.osexp,2,FF02,2,0,1,1
9,q,1,AF1_ντι,AF1_γκι,AF1_γκι,AF1_γκι,q,601,60,1a_Perc.osexp,2,FF02,2,0,1,1
7,m,1,AF1_γκάλα,AF1_γκάλα,AF1_γκάλα,AF1_ντάλα,m,1004,61,1a_Perc.osexp,2,FF02,2,0,1,1
17,m,1,AF1_γκέννες,AF1_γκέννες,AF1_γκέννες,AF1_γέννες,m,1038,62,1a_Perc.osexp,2,FF02,2,0,1,1
8,q,1,AF1_γκύζη,AF1_γκάζι,AF1_γκάζι,AF1_γκάζι,q,986,63,1a_Perc.osexp,2,FF02,2,0,1,1
2,m,1,AF1_κάπας,AF1_κάπας,AF1_τάπας,AF1_κάπας,m,1853,64,1a_Perc.osexp,2,FF02,2,0,1,1
13,m,1,AF1_τάμα,AF1_τάμα,AF1_θάμα,AF1_τάμα,m,345,65,1a_Perc.osexp,2,FF02,2,0,1,1
1,m,1,AF1_κάπου,AF1_κάπου,AF1_κήπου,AF1_κάπου,m,71,66,1a_Perc.osexp,2,FF02,2,0,1,1
7,q,1,AF1_ντάμα,AF1_γκάμα,AF1_ντάμα,AF1_ντάμα,q,304,67,1a_Perc.osexp,2,FF02,2,0,1,1
10,q,1,AF1_γέλα,AF1_γάλα,AF1_γέλα,AF1_γέλα,q,590,68,1a_Perc.osexp,2,FF02,2,0,1,1
15,m,1,AF1_κώμα,AF1_κώμα,AF1_χώμα,AF1_κώμα,m,311,69,1a_Perc.osexp,2,FF02,2,0,1,1
5,q,1,AF1_χάνει,AF1_χύνει,AF1_χύνει,AF1_χύνει,q,1266,70,1a_Perc.osexp,2,FF02,2,0,1,1
1,m,1,AF1_κήπο,AF1_κήπο,AF1_κήπο,AF1_κόπο,m,258,71,1a_Perc.osexp,2,FF02,2,0,1,1
15,q,1,AF1_κάνω,AF1_χάνω,AF1_χάνω,AF1_χάνω,q,227,72,1a_Perc.osexp,2,FF02,2,0,1,1
4,m,1,AF1_θύτης,AF1_θύτης,AF1_θύτης,AF1_χύτης,m,2712,73,1a_Perc.osexp,2,FF02,2,0,1,1
3,m,1,AF1_κέντα,AF1_κέντα,AF1_τέντα,AF1_κέντα,m,912,74,1a_Perc.osexp,2,FF02,2,0,1,1
14,q,1,AF1_κύμα,AF1_χύμα,AF1_χύμα,AF1_χύμα,q,1529,75,1a_Perc.osexp,2,FF02,2,0,1,1
12,m,1,AF1_γάμα,AF1_γάμα,AF1_δάμα,AF1_γάμα,m,366,76,1a_Perc.osexp,2,FF02,2,0,1,1
11,q,1,AF1_δίδα,AF1_γίδα,AF1_γίδα,AF1_γίδα,q,500,77,1a_Perc.osexp,2,FF02,2,0,1,1
18,m,1,AF1_γάμα,AF1_γάμα,AF1_γάμα,AF1_γκάμα,m,355,78,1a_Perc.osexp,2,FF02,2,0,1,1
6,m,1,AF1_θάβει,AF1_θάβει,AF1_χάβει,AF1_θάβει,m,375,79,1a_Perc.osexp,2,FF02,3,0,1,1
6,m,1,AF1_χάβω,AF1_χάβω,AF1_χάβω,AF1_θάβω,m,509,80,1a_Perc.osexp,2,FF02,3,0,1,1
15,q,1,AF1_κάνω,AF1_χάνω,AF1_χάνω,AF1_χάνω,q,2773,81,1a_Perc.osexp,2,FF02,3,0,1,1
10,q,1,AF1_γόνος,AF1_γένος,AF1_γόνος,AF1_γόνος,q,1223,82,1a_Perc.osexp,2,FF02,3,0,1,1
15,m,1,AF1_κώμα,AF1_κώμα,AF1_χώμα,AF1_κώμα,m,554,83,1a_Perc.osexp,2,FF02,3,0,1,1
13,m,1,AF1_τάμα,AF1_τάμα,AF1_θάμα,AF1_τάμα,m,1239,84,1a_Perc.osexp,2,FF02,3,0,1,1
11,q,1,AF1_δίδα,AF1_γίδα,AF1_γίδα,AF1_γίδα,q,1110,85,1a_Perc.osexp,2,FF02,3,0,1,1
2,m,1,AF1_κάπας,AF1_κάπας,AF1_τάπας,AF1_κάπας,m,540,86,1a_Perc.osexp,2,FF02,3,0,1,1
14,q,1,AF1_κύμα,AF1_χύμα,AF1_χύμα,AF1_χύμα,q,880,87,1a_Perc.osexp,2,FF02,3,0,1,1
7,m,1,AF1_γκάλα,AF1_γκάλα,AF1_γκάλα,AF1_ντάλα,m,373,88,1a_Perc.osexp,2,FF02,3,0,1,1
12,q,1,AF1_δούλα,AF1_γούλα,AF1_γούλα,AF1_γούλα,q,705,89,1a_Perc.osexp,2,FF02,3,0,1,1
8,m,1,AF1_γκέμι,AF1_γκέμι,AF1_γκόμι,AF1_γκέμι,m,598,90,1a_Perc.osexp,2,FF02,3,0,1,1
11,q,1,AF1_γένει,AF1_δένει,AF1_γένει,AF1_γένει,q,1185,91,1a_Perc.osexp,2,FF02,3,0,1,1
9,q,1,AF1_ντέφι,AF1_γκέφι,AF1_ντέφι,AF1_ντέφι,q,518,92,1a_Perc.osexp,2,FF02,3,0,1,1
1,m,1,AF1_κήπο,AF1_κήπο,AF1_κήπο,AF1_κόπο,m,1325,93,1a_Perc.osexp,2,FF02,3,0,1,1
3,m,1,AF1_τι,AF1_τι,AF1_τι,AF1_κι,m,401,94,1a_Perc.osexp,2,FF02,3,0,1,1
14,m,1,AF1_χήνα,AF1_χήνα,AF1_χήνα,AF1_κίνα,m,599,95,1a_Perc.osexp,2,FF02,3,0,1,1
4,q,1,AF1_χύμα,AF1_θύμα,AF1_θύμα,AF1_θύμα,q,233,96,1a_Perc.osexp,2,FF02,3,0,1,1
18,q,1,AF1_γάτα,AF1_γκάτα,AF1_γάτα,AF1_γάτα,q,425,97,1a_Perc.osexp,2,FF02,3,0,1,1
2,q,1,AF1_τάπες,AF1_κάπες,AF1_κάπες,AF1_κάπες,q,529,98,1a_Perc.osexp,2,FF02,3,0,1,1
7,q,1,AF1_ντάμα,AF1_γκάμα,AF1_ντάμα,AF1_ντάμα,q,656,99,1a_Perc.osexp,2,FF02,3,0,1,1
16,q,1,AF1_ντίμη,AF1_δήμη,AF1_ντίμη,AF1_ντίμη,q,803,100,1a_Perc.osexp,2,FF02,3,0,1,1
17,m,1,AF1_γκέλα,AF1_γκέλα,AF1_γέλα,AF1_γκέλα,m,591,101,1a_Perc.osexp,2,FF02,3,0,1,1
12,m,1,AF1_γάμα,AF1_γάμα,AF1_δάμα,AF1_γάμα,m,667,102,1a_Perc.osexp,2,FF02,3,0,1,1
10,q,1,AF1_γέλα,AF1_γάλα,AF1_γέλα,AF1_γέλα,q,807,103,1a_Perc.osexp,2,FF02,3,0,1,1
13,q,1,AF1_θέλει,AF1_τέλη,AF1_θέλει,AF1_θέλει,q,667,104,1a_Perc.osexp,2,FF02,3,0,1,1
16,m,1,AF1_ντύσει,AF1_ντύσει,AF1_ντύσει,AF1_δύσει,m,862,105,1a_Perc.osexp,2,FF02,3,0,1,1
18,m,1,AF1_γάμα,AF1_γάμα,AF1_γάμα,AF1_γκάμα,m,527,106,1a_Perc.osexp,2,FF02,3,0,1,1
1,m,0,AF1_κάπου,AF1_κάπου,AF1_κήπου,AF1_κάπου,None,3000,106,1a_Perc.osexp,2,FF02,3,0,1,1
3,m,1,AF1_κέντα,AF1_κέντα,AF1_τέντα,AF1_κέντα,m,1187,107,1a_Perc.osexp,2,FF02,3,0,1,1
9,q,1,AF1_ντι,AF1_γκι,AF1_γκι,AF1_γκι,q,1027,108,1a_Perc.osexp,2,FF02,3,0,1,1
4,m,1,AF1_θύτης,AF1_θύτης,AF1_θύτης,AF1_χύτης,m,420,109,1a_Perc.osexp,2,FF02,3,0,1,1
5,q,1,AF1_χάνει,AF1_χύνει,AF1_χύνει,AF1_χύνει,q,180,110,1a_Perc.osexp,2,FF02,3,0,1,1
8,q,1,AF1_γκύζη,AF1_γκάζι,AF1_γκάζι,AF1_γκάζι,q,1195,111,1a_Perc.osexp,2,FF02,3,0,1,1
17,m,1,AF1_γκέννες,AF1_γκέννες,AF1_γκέννες,AF1_γέννες,m,534,112,1a_Perc.osexp,2,FF02,3,0,1,1
5,q,1,AF1_χώμα,AF1_χύμα,AF1_χώμα,AF1_χώμα,q,538,113,1a_Perc.osexp,2,FF02,3,0,1,1
6,q,1,AF1_θάψει,TF2_χάψει,CM6_χάψει,TM1_χάψει,q,1557,114,1a_Perc.osexp,2,FF02,4,0,1,1
19,q,1,TF4_ζούλα,TF4_σούλα,TF4_ζούλα,TF4_ζούλα,q,820,115,1a_Perc.osexp,2,FF02,4,1,1,1
3,q,1,AF1_τύπος,TF2_κήπος,TM1_κήπος,CM6_κήπος,q,928,116,1a_Perc.osexp,2,FF02,4,0,1,1
12,m,0,TM1_γάτα,TF2_γάτα,AF1_γάτα,CM6_δάτα,q,2389,116,1a_Perc.osexp,2,FF02,4,0,1,1
19,q,1,AF2_μου,AM2_νου,CF1_μου,TM2_μου,q,497,117,1a_Perc.osexp,2,FF02,4,0,1,1
21,m,1,CF1_δώσει,AM2_δώσει,AF2_δώσει,TM2_ζώσει,m,1227,118,1a_Perc.osexp,2,FF02,4,0,1,1
13,m,1,CM6_τίμα,AF1_τίμα,TF2_θύμα,TM1_τίμα,m,720,119,1a_Perc.osexp,2,FF02,4,0,1,1
19,m,1,TF4_ζάλο,TF4_ζάλο,TF4_ζάλο,TF4_σάλο,m,481,120,1a_Perc.osexp,2,FF02,4,1,1,1
21,m,1,AM2_δόλο,AF2_δόλο,CF1_σόλο,TM2_δόλο,m,449,121,1a_Perc.osexp,2,FF02,4,0,1,1
9,m,1,TF4_ντύνει,TF4_ντύνει,TF4_γκύνει,TF4_ντύνει,m,564,122,1a_Perc.osexp,2,FF02,4,1,1,1
20,m,1,TF4_γάρου,TF4_γάρου,TF4_γάρου,TF4_χάρου,m,750,123,1a_Perc.osexp,2,FF02,4,1,1,1
19,q,1,AM1_σώµα,CF2_ζώµα,CM3_ζώµα,TF1_ζώµα,q,497,124,1a_Perc.osexp,2,FF02,4,0,1,1
20,m,1,TF4_γέλια,TF4_γέλια,TF4_γέλια,TF4_χέλια,m,507,125,1a_Perc.osexp,2,FF02,4,1,1,1
19,m,1,TF4_ζούπα,TF4_ζούπα,TF4_σούπα,TF4_ζούπα,m,1014,126,1a_Perc.osexp,2,FF02,4,1,1,1
19,q,1,TF4_φράση,TF4_βράση,TF4_βράση,TF4_βράση,q,382,127,1a_Perc.osexp,2,FF02,4,1,1,1
21,m,1,AM2_νόμο,AF2_νόμο,TM2_δόμο,CF1_νόμο,m,427,128,1a_Perc.osexp,2,FF02,4,0,1,1
20,q,1,AM1_δέμα,CF2_θέμα,TF1_δέμα,CM3_δέμα,q,1955,129,1a_Perc.osexp,2,FF02,4,0,1,1
4,m,1,TF4_χέσει,TF4_χέσει,TF4_χέσει,TF4_θέσει,m,339,130,1a_Perc.osexp,2,FF02,4,1,1,1
19,m,1,TF4_μάρκες,TF4_μάρκες,TF4_νάρκες,TF4_μάρκες,m,226,131,1a_Perc.osexp,2,FF02,4,1,1,1
11,m,1,TF2_γίναμε,TM1_γίναμε,AF1_γίναμε,CM6_δίναμε,m,588,132,1a_Perc.osexp,2,FF02,4,0,1,1
19,q,1,CM3_βάρος,TF1_φάρος,CF2_βάρος,AM1_βάρος,q,1751,133,1a_Perc.osexp,2,FF02,4,0,1,1
21,m,1,CF2_νότες,TF1_νότες,CM3_νότες,AM1_δότες,m,413,134,1a_Perc.osexp,2,FF02,4,0,1,1
16,q,1,TF4_ντίσκο,TF4_δίσκο,TF4_ντίσκο,TF4_ντίσκο,q,645,135,1a_Perc.osexp,2,FF02,4,1,1,1
19,q,1,TF4_φάσεις,TF4_βάσεις,TF4_βάσεις,TF4_βάσεις,q,281,136,1a_Perc.osexp,2,FF02,4,1,1,1
20,q,1,TF4_θύτης,TF4_δύτης,TF4_δύτης,TF4_δύτης,q,230,137,1a_Perc.osexp,2,FF02,4,1,1,1
2,m,1,TM1_τόπων,TF2_τόπων,CM6_κόπων,AF1_τόπων,m,188,138,1a_Perc.osexp,2,FF02,4,0,1,1
15,q,1,TF4_χάνατε,TF4_κάνατε,TF4_χάνατε,TF4_χάνατε,q,458,139,1a_Perc.osexp,2,FF02,4,1,1,1
20,m,1,TF4_δόλο,TF4_δόλο,TF4_δόλο,TF4_θόλο,m,491,140,1a_Perc.osexp,2,FF02,4,1,1,1
21,q,1,AF2_θα,AM2_να,TM2_θα,CF1_θα,q,427,141,1a_Perc.osexp,2,FF02,4,0,1,1
19,q,1,TF4_μύχια,TF4_νύχια,TF4_μύχια,TF4_μύχια,q,285,142,1a_Perc.osexp,2,FF02,4,1,1,1
20,q,1,AM1_χήρας,TF1_γήρας,CM3_γήρας,CF2_γήρας,q,917,143,1a_Perc.osexp,2,FF02,4,0,1,1
18,q,1,TF4_γκόνο,TF4_γόνο,TF4_γόνο,TF4_γόνο,q,409,144,1a_Perc.osexp,2,FF02,4,1,1,1
14,m,1,TF4_χι,TF4_χι,TF4_κι,TF4_χι,m,1443,145,1a_Perc.osexp,2,FF02,4,1,1,1
17,q,1,TF1_γύζη,CF2_γκύζη,CM3_γκύζη,AM1_γκύζη,q,1347,146,1a_Perc.osexp,2,FF02,4,0,1,1
19,m,1,TF4_ζώσει,TF4_ζώσει,TF4_ζώσει,TF4_σώσει,m,348,147,1a_Perc.osexp,2,FF02,4,1,1,1
21,q,0,AF2_δίκη,CF1_νίκη,AM2_νίκη,TM2_νίκη,m,2111,147,1a_Perc.osexp,2,FF02,4,0,1,1
NA,q,1,TF1_τίμα,TF1_χύμα,TF1_τίμα,TF1_τίμα,q,2270,1,1b_Perc.osexp,6,FF03,0,0,1,2
NA,q,1,TF1_γάμα,TF1_τάμα,TF1_τάμα,TF1_τάμα,q,534,2,1b_Perc.osexp,6,FF03,0,0,1,2
NA,m,1,TF1_κι,TF1_κι,TF1_κι,TF1_γκι,m,207,3,1b_Perc.osexp,6,FF03,0,0,1,2
NA,m,1,TF1_θάμα,TF1_θάμα,TF1_δάμα,TF1_θάμα,m,370,4,1b_Perc.osexp,6,FF03,0,0,1,2
NA,q,1,TF1_τάμα,TF1_ντάμα,TF1_τάμα,TF1_τάμα,q,1357,5,1b_Perc.osexp,6,FF03,0,0,1,2
NA,m,1,TF1_τι,TF1_τι,TF1_τι,TF1_ντι,m,554,6,1b_Perc.osexp,6,FF03,0,0,1,2
2,m,1,TF1_κάπας,TF1_κάπας,TF1_τάπας,TF1_κάπας,m,766,7,1b_Perc.osexp,6,FF03,1,0,1,2
15,q,1,TF1_κάνω,TF1_χάνω,TF1_χάνω,TF1_χάνω,q,266,8,1b_Perc.osexp,6,FF03,1,0,1,2
3,m,1,TF1_τι,TF1_τι,TF1_τι,TF1_κι,m,364,9,1b_Perc.osexp,6,FF03,1,0,1,2
6,m,1,TF1_θάβει,TF1_θάβει,TF1_χάβει,TF1_θάβει,m,329,10,1b_Perc.osexp,6,FF03,1,0,1,2
8,m,1,TF1_γκέμι,TF1_γκέμι,TF1_γκόμι,TF1_γκέμι,m,2013,11,1b_Perc.osexp,6,FF03,1,0,1,2
3,m,1,TF1_κέντα,TF1_κέντα,TF1_τέντα,TF1_κέντα,m,227,12,1b_Perc.osexp,6,FF03,1,0,1,2
4,m,1,TF1_θύτης,TF1_θύτης,TF1_θύτης,TF1_χύτης,m,345,13,1b_Perc.osexp,6,FF03,1,0,1,2
12,m,1,TF1_γάμα,TF1_γάμα,TF1_δάμα,TF1_γάμα,m,435,14,1b_Perc.osexp,6,FF03,1,0,1,2
7,m,1,TF1_γκάλα,TF1_γκάλα,TF1_γκάλα,TF1_ντάλα,m,67,15,1b_Perc.osexp,6,FF03,1,0,1,2
5,q,1,TF1_χώμα,TF1_χύμα,TF1_χώμα,TF1_χώμα,q,376,16,1b_Perc.osexp,6,FF03,1,0,1,2
10,q,1,TF1_γόνος,TF1_γένος,TF1_γόνος,TF1_γόνος,q,227,17,1b_Perc.osexp,6,FF03,1,0,1,2
11,q,1,TF1_γένει,TF1_δένει,TF1_γένει,TF1_γένει,q,367,18,1b_Perc.osexp,6,FF03,1,0,1,2
9,q,1,TF1_ντι,TF1_γκι,TF1_γκι,TF1_γκι,q,2462,19,1b_Perc.osexp,6,FF03,1,0,1,2
14,m,1,TF1_χήνα,TF1_χήνα,TF1_χήνα,TF1_κίνα,m,412,20,1b_Perc.osexp,6,FF03,1,0,1,2
1,m,1,TF1_κάπου,TF1_κάπου,TF1_κήπου,TF1_κάπου,m,366,21,1b_Perc.osexp,6,FF03,1,0,1,2
11,q,1,TF1_δίδα,TF1_γίδα,TF1_γίδα,TF1_γίδα,q,80,22,1b_Perc.osexp,6,FF03,1,0,1,2
4,q,1,TF1_χύμα,TF1_θύμα,TF1_θύμα,TF1_θύμα,q,183,23,1b_Perc.osexp,6,FF03,1,0,1,2
12,q,1,TF1_δούλα,TF1_γούλα,TF1_γούλα,TF1_γούλα,q,189,24,1b_Perc.osexp,6,FF03,1,0,1,2
16,q,1,TF1_ντίμη,TF1_δήμη,TF1_ντίμη,TF1_ντίμη,q,399,25,1b_Perc.osexp,6,FF03,1,0,1,2
8,q,1,TF1_γκύζη,TF1_γκάζι,TF1_γκάζι,TF1_γκάζι,q,499,26,1b_Perc.osexp,6,FF03,1,0,1,2
17,m,1,TF1_γκέννες,TF1_γκέννες,TF1_γκέννες,TF1_γέννες,m,222,27,1b_Perc.osexp,6,FF03,1,0,1,2
1,m,1,TF1_κήπο,TF1_κήπο,TF1_κήπο,TF1_κόπο,m,297,28,1b_Perc.osexp,6,FF03,1,0,1,2
2,q,1,TF1_τάπες,TF1_κάπες,TF1_κάπες,TF1_κάπες,q,92,29,1b_Perc.osexp,6,FF03,1,0,1,2
14,q,1,TF1_κύμα,TF1_χύμα,TF1_χύμα,TF1_χύμα,q,254,30,1b_Perc.osexp,6,FF03,1,0,1,2
17,m,1,TF1_γκέλα,TF1_γκέλα,TF1_γέλα,TF1_γκέλα,m,242,31,1b_Perc.osexp,6,FF03,1,0,1,2
7,q,1,TF1_ντάμα,TF1_γκάμα,TF1_ντάμα,TF1_ντάμα,q,1017,32,1b_Perc.osexp,6,FF03,1,0,1,2
10,q,1,TF1_γέλα,TF1_γάλα,TF1_γέλα,TF1_γέλα,q,1131,33,1b_Perc.osexp,6,FF03,1,0,1,2
18,m,1,TF1_γάμα,TF1_γάμα,TF1_γάμα,TF1_γκάμα,m,279,34,1b_Perc.osexp,6,FF03,1,0,1,2
15,m,1,TF1_κώμα,TF1_κώμα,TF1_χώμα,TF1_κώμα,m,559,35,1b_Perc.osexp,6,FF03,1,0,1,2
5,q,1,TF1_χάνει,TF1_χύνει,TF1_χύνει,TF1_χύνει,q,188,36,1b_Perc.osexp,6,FF03,1,0,1,2
16,m,1,TF1_ντύσει,TF1_ντύσει,TF1_ντύσει,TF1_δύσει,m,79,37,1b_Perc.osexp,6,FF03,1,0,1,2
13,m,1,TF1_τάμα,TF1_τάμα,TF1_θάμα,TF1_τάμα,m,627,38,1b_Perc.osexp,6,FF03,1,0,1,2
13,q,1,TF1_θέλει,TF1_τέλη,TF1_θέλει,TF1_θέλει,q,994,39,1b_Perc.osexp,6,FF03,1,0,1,2
9,q,1,TF1_ντέφι,TF1_γκέφι,TF1_ντέφι,TF1_ντέφι,q,173,40,1b_Perc.osexp,6,FF03,1,0,1,2
6,m,1,TF1_χάβω,TF1_χάβω,TF1_χάβω,TF1_θάβω,m,187,41,1b_Perc.osexp,6,FF03,1,0,1,2
18,q,1,TF1_γάτα,TF1_γκάτα,TF1_γάτα,TF1_γάτα,q,563,42,1b_Perc.osexp,6,FF03,1,0,1,2
15,m,1,TF1_κώμα,TF1_κώμα,TF1_χώμα,TF1_κώμα,m,1056,43,1b_Perc.osexp,6,FF03,2,0,1,2
2,q,1,TF1_τάπες,TF1_κάπες,TF1_κάπες,TF1_κάπες,q,264,44,1b_Perc.osexp,6,FF03,2,0,1,2
10,q,1,TF1_γέλα,TF1_γάλα,TF1_γέλα,TF1_γέλα,q,278,45,1b_Perc.osexp,6,FF03,2,0,1,2
1,m,1,TF1_κήπο,TF1_κήπο,TF1_κήπο,TF1_κόπο,m,766,46,1b_Perc.osexp,6,FF03,2,0,1,2
1,m,1,TF1_κάπου,TF1_κάπου,TF1_κήπου,TF1_κάπου,m,214,47,1b_Perc.osexp,6,FF03,2,0,1,2
16,m,1,TF1_ντύσει,TF1_ντύσει,TF1_ντύσει,TF1_δύσει,m,270,48,1b_Perc.osexp,6,FF03,2,0,1,2
2,m,1,TF1_κάπας,TF1_κάπας,TF1_τάπας,TF1_κάπας,m,1375,49,1b_Perc.osexp,6,FF03,2,0,1,2
18,q,1,TF1_γάτα,TF1_γκάτα,TF1_γάτα,TF1_γάτα,q,711,50,1b_Perc.osexp,6,FF03,2,0,1,2
4,q,1,TF1_χύμα,TF1_θύμα,TF1_θύμα,TF1_θύμα,q,290,51,1b_Perc.osexp,6,FF03,2,0,1,2
13,m,1,TF1_τάμα,TF1_τάμα,TF1_θάμα,TF1_τάμα,m,196,52,1b_Perc.osexp,6,FF03,2,0,1,2
4,m,1,TF1_θύτης,TF1_θύτης,TF1_θύτης,TF1_χύτης,m,145,53,1b_Perc.osexp,6,FF03,2,0,1,2
11,q,1,TF1_δίδα,TF1_γίδα,TF1_γίδα,TF1_γίδα,q,288,54,1b_Perc.osexp,6,FF03,2,0,1,2
15,q,1,TF1_κάνω,TF1_χάνω,TF1_χάνω,TF1_χάνω,q,713,55,1b_Perc.osexp,6,FF03,2,0,1,2
7,m,1,TF1_γκάλα,TF1_γκάλα,TF1_γκάλα,TF1_ντάλα,m,442,56,1b_Perc.osexp,6,FF03,2,0,1,2
8,q,1,TF1_γκύζη,TF1_γκάζι,TF1_γκάζι,TF1_γκάζι,q,31,57,1b_Perc.osexp,6,FF03,2,0,1,2
8,m,1,TF1_γκέμι,TF1_γκέμι,TF1_γκόμι,TF1_γκέμι,m,371,58,1b_Perc.osexp,6,FF03,2,0,1,2
12,q,1,TF1_δούλα,TF1_γούλα,TF1_γούλα,TF1_γούλα,q,483,59,1b_Perc.osexp,6,FF03,2,0,1,2
3,m,1,TF1_κέντα,TF1_κέντα,TF1_τέντα,TF1_κέντα,m,182,60,1b_Perc.osexp,6,FF03,2,0,1,2
7,q,1,TF1_ντάμα,TF1_γκάμα,TF1_ντάμα,TF1_ντάμα,q,579,61,1b_Perc.osexp,6,FF03,2,0,1,2
11,q,1,TF1_γένει,TF1_δένει,TF1_γένει,TF1_γένει,q,1081,62,1b_Perc.osexp,6,FF03,2,0,1,2
9,q,1,TF1_ντέφι,TF1_γκέφι,TF1_ντέφι,TF1_ντέφι,q,1236,63,1b_Perc.osexp,6,FF03,2,0,1,2
17,m,1,TF1_γκέννες,TF1_γκέννες,TF1_γκέννες,TF1_γέννες,m,815,64,1b_Perc.osexp,6,FF03,2,0,1,2
3,m,1,TF1_τι,TF1_τι,TF1_τι,TF1_κι,m,300,65,1b_Perc.osexp,6,FF03,2,0,1,2
12,m,1,TF1_γάμα,TF1_γάμα,TF1_δάμα,TF1_γάμα,m,185,66,1b_Perc.osexp,6,FF03,2,0,1,2
9,q,1,TF1_ντι,TF1_γκι,TF1_γκι,TF1_γκι,q,838,67,1b_Perc.osexp,6,FF03,2,0,1,2
5,q,1,TF1_χώμα,TF1_χύμα,TF1_χώμα,TF1_χώμα,q,1192,68,1b_Perc.osexp,6,FF03,2,0,1,2
17,m,1,TF1_γκέλα,TF1_γκέλα,TF1_γέλα,TF1_γκέλα,m,528,69,1b_Perc.osexp,6,FF03,2,0,1,2
16,q,1,TF1_ντίμη,TF1_δήμη,TF1_ντίμη,TF1_ντίμη,q,837,70,1b_Perc.osexp,6,FF03,2,0,1,2
13,q,1,TF1_θέλει,TF1_τέλη,TF1_θέλει,TF1_θέλει,q,1149,71,1b_Perc.osexp,6,FF03,2,0,1,2
14,m,1,TF1_χήνα,TF1_χήνα,TF1_χήνα,TF1_κίνα,m,112,72,1b_Perc.osexp,6,FF03,2,0,1,2
5,q,1,TF1_χάνει,TF1_χύνει,TF1_χύνει,TF1_χύνει,q,1130,73,1b_Perc.osexp,6,FF03,2,0,1,2
6,m,1,TF1_χάβω,TF1_χάβω,TF1_χάβω,TF1_θάβω,m,1205,74,1b_Perc.osexp,6,FF03,2,0,1,2
6,m,1,TF1_θάβει,TF1_θάβει,TF1_χάβει,TF1_θάβει,m,906,75,1b_Perc.osexp,6,FF03,2,0,1,2
18,m,1,TF1_γάμα,TF1_γάμα,TF1_γάμα,TF1_γκάμα,m,200,76,1b_Perc.osexp,6,FF03,2,0,1,2
10,q,1,TF1_γόνος,TF1_γένος,TF1_γόνος,TF1_γόνος,q,1028,77,1b_Perc.osexp,6,FF03,2,0,1,2
